SMILES,Valid,QED,MW,logP,RotB,TPSA,HBD,HBA,Adherence,Weight,Model,Prompt,Temperature,TopP
C=CC=CCNC(=O)C=CNC(CCCc1c(-c2csc(C3CCN(S(C)(=O)=O)CC3)n2)cc(C)n1-c1c(F)cc(F)cc1Cc1c(CSc2nncn2-c2cccc(OC)c2)cccc1C(=O)OCC=CC=C)C(=O)[O-],True,0.022856154952005405,1106.3329999999999,8.10072000000001,26,202.7,2,16,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCOC(=O)C1C2CCCC1C(CC1CN(C(=O)C([NH3+])C(C)C)CC(C)[NH+]1CCC(C)C1(O)C[NH+](Cc3cn(CC[NH+]4CCOCC4)nn3)C1CCNC(=O)c1c(C)noc1C)N(C(=O)OC(C)(C)C)C2,True,0.050365225092979665,1052.416999999999,-0.3893600000000119,22,232.41,6,13,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCCc1ccc(C2([NH3+])CCCC(C)(C)CC2)cc1CCCCCC1C=c2c(n(S(=O)(=O)c3ccc(C)cc3)c3cc(NCCCCCCCCCCCC(=O)[O-])c(C)cc23)=C1OC(C=Cc1cccs1)NCCCCC,True,0.015699828108377285,1139.7109999999996,14.269339999999977,36,140.13,3,9,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC(C)C1NC(=O)C(Cc2ccccc2)N(Cc2ccccc2)C1=O,True,0.6365399290773391,402.5380000000001,4.283400000000003,9,49.410000000000004,1,2,True,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC=CC=CC(CCCC(C)C)(NC(=O)CC=C1N=C(c2cccc(Cl)c2)C=C(c2ccccc2)N1N)NC(=O)c1cc([N+](=O)[O-])cc(Cl)c1NCOC=CC=CCNC(=O)C1CCCN1S(=O)(=O)C=CC=C,True,0.008731551170028495,1107.1749999999995,10.532099999999996,28,230.7,5,12,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)CC(NC(=O)C(F)(F)F)C(=O)C(=O)NCCc1ccc(N2CCCCCC2)cc1CCC(O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,True,0.03428843302605222,1505.4859999999996,30.56040000000009,81,98.74,3,5,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=COCc1ccc2cc1C(=O)C1CC(=O)OC1C=C2CCOc1cccc(C[NH3+])c1N1CC[NH+](CC)CC1CC(C)CCNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(N)=O,True,0.023292797582828074,1110.367,2.8792000000000124,28,268.67,8,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CO[SH](=O)(c1ccc(F)cc1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1CC(C)C(C)C([NH3+])CC=CC=C1C=CC=CC1=NCCCN(CCC)C(=O)Cc1ccccc1CC(=O)[O-],True,0.02485134977301528,937.1919999999994,6.722900000000006,24,176.35999999999999,2,9,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOC(=O)C1=C(C)Nc2nc(C)nn2C1c1cccc(Cl)c1CC=C1C2=C(CC3C(C)(C)OC(=O)C23COC=CC=Cn2c(C=C)nnc2SCC(=O)c2ccccc2)c2ccc(C(=O)OC(C)(C)C)cc21,True,0.021871996056153243,1060.6739999999995,11.415219999999989,18,178.64999999999998,1,16,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC(NC(=O)CC[NH3+])C1CCCCC1COc1ccc(C(=O)c2cn(Cc3ccc(F)cc3F)nn2)cc1CC(C)C=NC=CC(=NCN(C)C=CC)NC1CCC(C(=O)N2CCCC(c3ccccc3)C2)CC1,True,0.024125259260215172,1082.4189999999994,9.7991,26,174.05,3,10,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCc1ccc(C(=O)CSCC(C)C)c(Cl)c1CC(=O)c1ccc(NC(=O)C2CCN(C(=O)NC3CCCCC3)CC2)cc1CNC=C(C(=O)[O-])C(=O)C=CC(F)=C(CCl)N1CCC(C(=O)OC(C)(C)C)CC1,True,0.017168264219006704,1106.2189999999991,9.637099999999998,24,194.35,3,12,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC(C)C(CO)NC(=O)CC1C(=O)OC(c2ccccc2)C(C)N(CCc2ccccc2)C1C(=O)N(CCCl)CCCl,True,0.12161601016527095,686.7209999999999,5.534400000000006,18,99.17999999999999,2,6,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)(C)c1ccc2c(c1)CCC(CNC(=O)C(=O)Nc1cccc3ccccc13)C21C2C(Br)C3CC2C(C)(CCc2ccc(C=NNc4nc(-c5ccccc5)c(C)s4)cc2OC(C)Nc2cnns2)C1C3,True,0.016617420354634503,1128.3199999999997,14.059519999999978,18,142.51999999999998,4,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC1CCCC(N(C)C2(C[NH3+])CCC3OC2C2CCCC32)C1CCCC=CC(=NNCCNc1ccc(C(C)=O)c(C(=O)[O-])c1CNc1cnccc1C(=O)Nc1ccc(Br)cc1)N(C)C(=O)c1ccc(C)cc1,True,0.011161464931536495,1125.2669999999996,9.20392,24,208.05999999999997,5,12,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOc1ccc(NC(C)=O)cc1NC(=O)COc1ccc(CC(C)=O)cc1CC(Cc1ccco1)Nc1ccc(Cl)cc1NCOc1cc(OC)cc(-c2nc(CC[NH3+])[nH]c2C)c1OC([O-])CCCNC(=O)CC=CC=CC(=C)F,True,0.011107776146101787,1171.7649999999999,9.314520000000002,35,267.09999999999997,7,14,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=COC(c1ccccc1O)N1CCN(C(=O)c2ccc(Cl)s2)CC1COCc1cccc(-c2cc(Cl)cc3c2CCC32OCCO2)c1CCCC(CC)Nc1cccc(SCC)c1CCC(=O)N(C)CC=CC=CC(F)(F)F,True,0.03152551523444417,1188.3159999999991,14.722699999999973,26,113.04,2,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCc1ccc(OCC(=O)N2CCC3(CC2)CC3C(=O)[O-])cc1COc1ccc(CCNc2nc(Nc3cc(C4CC4)[nH]n3)cc(NC(C)c3ccc(C4CCN(C)C4=O)c(O)c3)n2)cc1CCOC(C)=O,True,0.028263051410980178,1035.2359999999994,7.416500000000008,25,236.29,5,15,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)CCNC(=O)c1cc(-c2ccccc2)sc1Cc1ccc(F)cc1CC(C)CN(CC[NH2+]CN(CC(N)=O)C(=O)CCCNC(=O)C(C)(C)CCCC(CC)C(=O)NCC)C(=O)C1CCCCCCCCCCC1,True,0.022480677730888226,1139.6419999999994,11.05139999999999,34,187.61999999999998,5,7,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOC(=O)CCCCCNC(=O)C=Cc1ccc(Cl)cc1Cl,True,0.24875875206536577,396.3140000000001,4.968600000000005,11,55.4,1,3,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCc1cc(F)ccc1C(=O)C=CC=NC(N)=NOC([O-])C1CCC2C(=O)NC(=O)C2C1COCc1cccc(C(C=O)CC2CN(C(=O)OCc3ccccc3)CCC2N(C)C=O)c1CC=CC=CCOCC(N)=O,True,0.008327378177807035,1085.2199999999998,4.929500000000006,28,274.73999999999995,3,13,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)(C)OC(=O)N1CCN(c2ccc(CBr)cc2Cl)CC1Cc1ccccc1C(C)[NH2+]CC1CCCCC1C(C)CCC1C=C(C)N(CCn2cnc3c2CC[NH2+]C3)N1CC(CO)S(=O)(=O)NCC1CC[NH+](C)CC1C,True,0.04392539361539802,1223.9739999999988,6.635000000000012,26,161.14,5,10,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC1CC(CCCCCCCCOc2ccc(O)cc2C2CC2Cc2cc(Cl)ccc2OCCCNC=C(CCO)c2ccccc2CCCCCN(CC2CCC[NH2+]2)c2ccc(F)cc2COC(=O)C=CCC)C1(O)C(C)(C)O,True,0.010963672745684522,1190.0559999999987,14.037499999999978,40,157.55999999999997,6,10,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=COC(NCCc1nnc2ccccn12)C1CC(=O)N(C2CCCC2)C1Cc1ccccc1C=C(c1cccc(O)c1)C(C)(C)C(O)=Cc1ccc2ccccc2c1CCc1ccccc1NC(=O)C(C#N)=CC=CN(C)C=CC=CC,True,0.010794949782874073,1133.4509999999998,14.039879999999975,25,168.35000000000002,4,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=COC(COc1ccc(Br)cc1F)NCCOCC1CCCCC1NC(=O)c1cc(F)cc([N+](=O)[O-])c1Cc1c(C#N)cc(C(=O)N2CC(F)C2)cc1[N+](=O)[O-],True,0.03200018307635168,885.6909999999999,6.816280000000008,19,199.2,2,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N(CCC[NH+]3CCOCC3)c3nc4c(C)ccc(C)c4s3)cc2)cc1COc1ccc(C(C)=O)cc1NC(=O)CSc1nnc(-c2ccccc2F)n1CC1CCCO1,True,0.03532899767415389,1128.4080000000001,9.063940000000004,23,179.59,2,14,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(=O)C(CC(C)C)NC(=O)COC(=O)c1cc(Cl)ccc1NCOc1cc(OC)cc(C(=O)Nc2ccccc2C(=O)NC(C)c2ccc(Cl)c(Cl)c2)c1CCOC(=O)c1cc([N+](=O)[O-])sc1NC(=O)C(C)CC,True,0.010259857381045,1162.5429999999994,11.58999999999999,28,259.7,5,15,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCc1cc(C#N)ccc1C[NH2+]CC1CCCN1CCOc1ccc(C)csc(N(Cc2ccccn2)C(=O)c2ccc(Br)o2)nc1Cc1ccc(C(=O)NCC2(C(=O)[O-])CCCCC2)cc1CCCCNC(=O)CCC,True,0.031751349599620574,1168.3129999999999,9.196600000000004,28,210.42999999999998,3,12,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOc1ccc(C(=O)C2=C(O)C(=O)N(c3ccc4cn[nH]c4c3)C2c2ccc(O)cc2)cc1Cc1ccc(C=CC2=c3cnn(CCCO)c3=NC3Cc4ccccc4C3NC2=O)cc1CC(=O)NC=CC=C,True,0.036018180467939725,1027.1509999999996,6.9800000000000075,19,224.36,6,12,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC(CC)(CC)NS(=O)(=O)c1cc(C(=O)[O-])cc(F)c1F,True,0.6266023268795858,386.4400000000001,2.6878,10,86.3,1,4,True,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC(C)OC(=O)CN1C(=O)SC(=Cc2ccccc2Br)C1=O,True,0.31905498531332727,450.3540000000001,4.939500000000003,8,63.68,0,5,True,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)CC(O)c1ccc(F)c(Br)c1CCCCCC1C(CC)OC(=O)c2ccc(C(=O)OC(C)(C)C)cc2CC=CC=CC1(CCC(C)C=NC)OCC(=O)NCCn1nc(C(F)(F)F)c(Cl)c1CC=C,True,0.02021407962416502,1144.6269999999997,14.044499999999974,26,141.34000000000003,2,10,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC=CC(=NC(=NCc1cc(C[NH3+])ccc1COCc1cccc(F)c1Br)c1cccnc1)N1CCN(C(=O)CCC2CC[NH2+]C2)CC1,True,0.12895776658600921,772.8079999999994,4.983400000000004,15,114.64,2,4,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=COC(c1ccccc1)N(CC1CCCO1)c1ccccc1COCC(C)C(NC(=O)c1ccccc1-c1ccccc1)c1nncccccn1CCOC(=O)c1cc(CCCCC(=O)[O-])ccc1CCn1cnnc1C[NH2+]CC(=O)NCC,True,0.011362645103194425,1193.4599999999998,8.147400000000006,34,233.59,3,16,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)(C)c1ccc(OC2CCC(C(F)(F)F)CC2)c(C(C)(C)C)c1Cc1cccc(C(C#N)(CCCSc2nc(=O)cc(CC#N)[nH]2)C(C)C)c1COCCOCCCOCC(C)C(=O)[O-],True,0.031772320436632,1004.2899999999993,10.949859999999994,28,170.38,1,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC1(CC)c2cc(-c3ccccc3)ccc2-c2cccc(C(CC)(CC)c3cc(C)c(C)cc3Cc3ccc(NC(=O)C=Cc4ccccc4)c(Br)c3CCCCOCCN3CCCC3C[NH2+]C(C)(C)CCCC[NH2+])c21,True,0.023870465715898907,1151.4959999999994,15.624339999999973,30,83.48,3,4,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCNc1c(C#N)cccc1OCOCCCOc1c(C)cc(C(C#N)CC(=O)[O-])cc1Cc1c(Cc2c(C(=O)NC(C)COCC=CC=C)ccc(=O)n2-c2ccc(C)cc2)ccc(NC(=O)COc2ccccc2F)c1C(=O)[O-],True,0.020822388023635216,1139.2469999999998,7.628100000000009,32,266.21999999999997,3,16,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCC([NH3+])c1ccc(-c2ccc(C)c(Cl)c2F)cc1Cc1nn(C)c(C)c1CCC(=O)N1CC[NH+](Cc2nccn2C)CC1OCC1CCC[NH+]1C1CC[NH+](Cc2cscn2)CC1CNC(=O)CCC(=O)N1CCCC1C=N,True,0.038172074193618344,1164.9829999999995,3.343110000000012,25,192.29,6,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOc1cc(C(=O)N2CC[NH+](CCBr)CC2)ccc1CCCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCn1ccnc1CNC=CC(Br)=CCC,True,0.01640896201243905,1515.858,21.12140000000001,65,142.73000000000005,2,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCCCCCCCCCCCCCCCCOc1cc(C(O)CO)ccc1C(=O)CC(=O)NCCCCCCCCCCCCCCCCCC1C(C)C2C(=O)N(C)C(=O)C2N1C(C)(C)CCC(=O)NCCNC(=O)NCC(C)(C)[NH+]1CCOCC1,True,0.010691060306861396,1275.876999999999,11.977099999999993,53,220.37999999999997,7,11,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCNC(=O)C(C)NC(=O)C1=CC(C)=C(C(=O)[O-])[SH]1CCCC(=O)C(CC(O)CCC(C)(C)OC(=O)N(CCOC1CCCCO1)C(N)=[NH2+])C1CCCCC1,True,0.02716765538868758,848.1169999999994,2.573400000000005,24,235.23999999999998,6,10,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)CC=CC(=NNCCC(C)C(NN)c1ccc(F)cc1OCCc1cc(F)ccc1NC(=O)C=CC=CCNC(=O)C[NH+]CCCC(=O)NCC(=O)NC=CC)C(=O)N1CC(c2ccco2)[NH+]2CCCC2C1C,True,0.01037240950691032,1107.3819999999996,4.452000000000011,33,241.56,9,12,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=COC(C(c1ccccc1)c1ccccc1OC(Cc1ccncc1Cl)c1cccc(Br)c1CCCCCCCCCCCCCCCCCCOC=CCOCC)N1CCN(c2cc(Cl)nc(-c3cccc(C(F)(F)F)c3)n2)CC1,True,0.016391805145341134,1254.2579999999987,19.33689999999999,37,82.07000000000001,0,9,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCOc1cc2c(cc1C1(CC[NH3+])CC1)OC(C)(C)C2=O,True,0.5826969896699857,342.4590000000001,3.2150000000000016,8,63.17000000000001,1,3,True,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCCNC(=O)c1ccccc1NC(=O)C1CC[NH+](C(C)C(=O)Nc2ccc(C(=O)Nc3ccc(F)cc3)cc2C)CC1COc1ccc(C(=O)N2CCCCC2)cc1NC(=O)CNC(=O)CCC[NH+]C(C)C(=O)NC=C,True,0.029711627264836744,1112.3379999999995,4.662720000000008,27,253.27999999999997,9,10,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCC(C)n1cc(Br)cc1C(=O)NCC1(O)CCCC1Cc1ccc(-c2nc(Cl)sc2C(=O)[O-])cc1Cc1ccc(S(=O)(=O)OCc2ccc(C(=O)NCc3ccc(F)cc3)cc2)cc1CCOC(=O)C=C(C)NC,True,0.018247916021926353,1184.624,9.362300000000005,25,218.07999999999996,4,14,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCCCN(C)c1ccccc1N1CCCC1C[NH3+],True,0.5915490235177441,300.4700000000001,2.855899999999999,8,34.120000000000005,1,2,True,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOc1ccc(CC(=O)NC2CCCN(C(=O)CCC(C)N(CC)C(=O)c3ccc(OCCC[NH+](C)C)cc3)CC2)cc1OCCc1ccc(F)c(-c2ccc(Cl)c(Cl)c2)c1CN(C)C(=O)CC[NH2+]CCCCCO,True,0.027714156845409888,1132.3000000000002,7.900700000000009,33,158.99999999999997,4,8,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCN1C2CCC1C(CC1CCCC(N(C)C(=O)C3(C)CCC[NH2+]3)C1CC(=O)Nc1ccc(C(=O)OCC(=O)Nc3ccc(C(=O)NC4CC4)cc3)cc1COC=CC(=C)C)C[NH+](CCOc1ccc(Br)cc1Cl)C2,True,0.03429979057428642,1153.7009999999998,7.6434000000000095,24,176.65999999999997,5,9,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCN(C)S(=O)(=O)c1ccsc1C(=O)OC(C)(C)CCC(C)N(C)S(=O)(=O)N1CCC2(O)CCCCC2C1OC(NCc1ccccc1Cl)c1cccc(OCc2cscn2)c1CCNC(=O)CCCC(=O)N(C)C,True,0.0264542479815383,1174.9719999999995,8.455900000000007,29,217.31999999999996,3,15,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCNC(=O)C1C=C(c2cc(C)oc2C)N(C)N1Cc1cc2cc(CC(=O)NCC3CCCO3)c(=O)[nH]c2cc1CCCC(C#N)NCC(C)(C)CC1CC1Cc1cccc(NC(=O)CC(C)C(=O)[O-])c1CCCCN,True,0.02382065817164541,1081.3929999999998,6.601720000000009,30,250.98,6,13,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCc1ccc(CC(=O)N2CCC3C(O)C(NC(=O)C(C)C)CC3C2O)cc1CN(Cc1ccc(C(=O)NC2CC2)cc1)C(=O)C1CCCN1C(=O)C1=CC=C[SH]1CCC(C)C(C[NH3+])C[NH+]1CCN(C2CC2)CC1,True,0.06514819129492673,1077.4909999999995,3.273900000000009,23,194.91000000000003,7,8,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CCOCCN1C=NN=C(SCC(=O)Nc2cccc(Cl)c2)[SH]1CC(C)(C[NH3+])CCOc1cccc(S(C)(=O)=O)c1Cc1cc(Cl)ccc1OC(C)C(=O)NCC=CC=COCCCOc1cccc(NCC2CC[NH2+]CC2)c1C,True,0.011182062410446432,1238.481,8.799420000000003,34,222.72999999999996,6,14,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
C=CC=CC=CNCCOCN=C(C(=O)NCC1CCCCC1)C(N)=CNCCc1c(NC(=O)C=Cc2cc(Cl)ccc2OCc2cc(CCC(=O)NCCNc3ccc(Nc4ccccn4)nn3)ccc2CC=CC=C)cccc1S(N)(=O)=O,True,0.00795533640530971,1194.905,8.481800000000007,35,291.0899999999999,9,16,False,1.0,ChemGPT-4.7M,aromatic_core,1.0,0.9
